nflId,height,weight,birthDate,collegeName,position,displayName
2553552,76,253,1992-01-16,Bowie State,TE,Khari Lee
2559208,72,195,1994-04-15,Pittsburgh,CB,Ryan Lewis
2560801,69,190,1996-10-15,Clemson,WR,Ray-Ray McCloud
2561099,70,205,1995-06-30,Cincinnati,RB,Mike Boone
2495331,5-10,185,09/24/1988,Southern Methodist,WR,Aldrick Robinson
2559012,73,230,1994-09-26,Cincinnati,OLB,Eric Wilson
2543500,75,215,1992-07-16,Vanderbilt,WR,Jordan Matthews
2555259,77,237,1992-12-30,North Dakota State,QB,Carson Wentz
2560949,74,225,1996-10-29,Notre Dame,RB,Josh Adams
2555261,76,235,1992-12-11,North Carolina State,QB,Jacoby Brissett
2558116,69,208,1994-12-02,Texas-El Paso,RB,Aaron Jones
2553710,72,203,1992-02-22,Texas A&M,SS,Deshazor Everett
2507232,73,207,1984-09-03,Colorado,K,Mason Crosby
2560868,78,208,1995-10-30,Alabama,P,J.K. Scott
2561156,75,240,1994-05-21,Mississippi State,LS,Hunter Bradley
2560764,69,190,1995-11-17,Southern U.,DB,Danny Johnson
2560984,75,233,1995-03-21,Vanderbilt,LB,Oren Burks
2559164,74,196,1995-01-06,Brigham Young,CB,Michael Davis
2541544,5-10,218,07/07/1990,Middle Tennessee State,RB,Benny Cunningham
497238,6-5,260,06/16/1988,Oklahoma,TE,Jermaine Gresham
2534871,6-0,233,10/18/1990,UCLA,FB,Derrick Coleman
2560901,74,199,1995-11-24,Louisiana State,DB,Kevin Toliver
2560858,76,215,1997-02-10,UCLA,QB,Josh Rosen
2532966,72,242,1990-06-27,Utah State,MLB,Bobby Wagner
2560728,75,203,1995-06-02,Oklahoma State,CB,Tre Flowers
2558159,71,202,1995-07-26,Louisiana Tech,FS,Xavier Woods
2560754,73,198,1995-11-17,Maryland,DB,J.C. Jackson
2561157,70,185,1996-04-17,Western Carolina,DB,Keion Crossen
2555380,70,200,1993-11-29,Alabama,CB,Cyrus Jones
2535609,6-2,216,06/28/1989,Portland State,CB,DeShawn Shead
2506861,5-10,185,07/19/1983,Shippensburg,CB,Brent Grimes
2543643,5-11,195,07/06/1991,San Diego State,SS,Nat Berhe
2556567,6-0,209,10/14/1992,South Carolina,S,Isaiah Johnson
2560741,74,196,1997-03-28,Texas,CB,Holton Hill
2530852,74,235,1987-12-07,Ohio State,LS,Jake McQuaide
2535663,77,241,1990-02-08,Oregon State,P,Johnny Hekker
2560782,72,244,1995-01-25,Virginia,LB,Micah Kiser
2561653,74,205,1995-01-03,Prairie View,WR,KhaDarel Hodge
2560898,5-10,198,09/02/1995,Jacksonville State,RB,Roc Thomas
2560770,71,208,1997-08-03,Southern California,RB,Ronald Jones
81284,72,229,1986-10-07,Missouri,QB,Chase Daniel
2552033,76,231,1994-01-06,Florida State,QB,Jameis Winston
2553774,6-0,229,08/04/1993,Syracuse,OLB,Cameron Lynch
2560051,75,215,1996-04-04,Pennsylvania,WR,Justin Watson
2555155,72,200,1993-08-14,Miami,SS,Deon Bush
2555381,72,202,1993-04-13,William & Mary,FS,DeAndre Houston-Carson
2560939,74,221,1994-09-11,Georgia,WR,Javon Wims
2560750,73,226,1995-10-12,Western Kentucky,LB,Joel Iyiegbuniwe
2556588,6-3,255,08/06/1994,South Florida,DE,Eric Lee
2560814,75,205,1995-05-23,Missouri,WR,J'Mon Moore
2560982,72,198,1995-07-13,Alabama,CB,Tony Brown
2495467,72,195,1988-07-26,Eastern Washington,RB,Taiwan Jones
2561029,71,180,1997-01-14,Texas Tech,WR,Keke Coutee
2558832,77,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox
2556394,71,190,1992-09-15,Georgia Tech,CB,Chris Milton
2557995,72,207,1993-03-09,Florida,FS,Marcus Maye
2541864,75,245,1991-11-07,Columbia,OLB,Josh Martin
744,80,300,1986-09-01,Miami,DE,Calais Campbell
2532873,77,290,1990-01-11,Tennessee,DT,Malik Jackson
2553431,75,255,1994-08-03,Florida,OLB,Dante Fowler Jr.
2543563,72,230,1991-10-07,Boston College,ILB,Kevin Pierre-Louis
2559058,72,194,1995-06-14,Georgia,S,Maurice Smith
2539289,69,195,1989-04-28,Oregon,RB,Kenjon Barner
2543724,73,200,1991-06-19,Liberty,CB,Walt Aikens
2533436,6-7,240,11/22/1990,Arizona State,QB,Brock Osweiler
2556542,6-2,230,07/02/1992,Pittsburgh,LB,Nicholas Grigsby
494277,6-0,205,06/16/1988,Mississippi,FS,Kendrick Lewis
2533039,75,218,1990-02-14,South Carolina,WR,Alshon Jeffery
2540279,5-10,184,11/23/1990,Connecticut,WR,Nick Williams
2560795,69,184,1996-03-31,Pittsburgh,CB,Avonte Maddox
2530747,5-10,192,09/21/1988,Stanford,WR,Doug Baldwin
2558077,73,216,1995-11-26,Michigan,SS,Lano Hill
2543823,70,191,1992-02-23,Missouri,CB,E.J. Gaines
2535869,6-2,195,02/09/1988,Temple,WR,Rod Streater
2557922,74,215,1993-11-16,Iowa,QB,C.J. Beathard
2532790,70,175,1989-12-29,Miami,WR,Travis Benjamin
2558971,74,195,1994-06-25,Iowa,CB,Greg Mabin
2532431,73,234,1988-02-11,North Texas,OLB,Craig Robertson
2561317,6-1,191,04/06/1995,Bethune-Cookman,WR,Jawill Davis
71407,76,235,1986-03-08,Southern Methodist,P,Thomas Morstead
2541192,70,207,1990-02-26,Southern Methodist,SS,Chris Banjo
2556931,75,255,1993-01-10,Southern Methodist,LS,Zach Wood
2557906,75,246,1993-07-02,Wisconsin,LB,Vince Biegel
2559181,73,200,1994-02-07,Illinois,DB,Justin Hardee
2561206,72,202,1996-01-18,Mississippi State,DB,J.T. Gray
2533459,6-2,240,03/14/1988,Penn State,ILB,Nate Stupar
2560815,5-11,203,10/01/1996,Boston College,DB,Kam Moore
2561318,73,224,1996-08-14,Chattanooga,ILB,Tae Davis
2557862,77,300,1993-08-25,Michigan,DE,Chris Wormley
2561468,5-11,214,08/23/1995,Alcorn State,RB,De'Lance Turner
2559007,70,185,07/15/1994,Arizona State,WR,Tim White
2535613,72,232,1990-01-03,Northern Iowa,ILB,L.J. Fort
2553667,78,255,1992-09-21,Illinois,TE,Matt LaCosse
2552451,6-3,255,05/18/1993,Missouri,DE,Shane Ray
2558988,72,196,1993-11-07,Oklahoma State,CB,Lenzy Pipkins
238498,70,200,1986-05-22,Kent State,WR,Julian Edelman
2539280,74,260,1990-10-14,Ohio State,DE,John Simon
2559087,70,190,1993-07-13,Memphis,CB,Arthur Maulet
2533460,70,225,1989-12-02,Utah State,RB,Robert Turbin
2561131,73,202,1993-11-03,Central Arkansas,FS,George Odum
2561149,72,229,1995-12-12,Houston,ILB,Matthew Adams
2553817,6-2,200,01/28/1993,Georgia,SS,Corey Moore
2553562,73,208,1992-07-25,James Madison,DB,Dean Marlowe
2507374,76,210,1985-06-29,North Carolina State,K,Stephen Hauschka
2556526,74,235,1994-03-24,Louisiana State,LS,Reid Ferguson
2560840,75,307,1996-01-25,Stanford,DT,Harrison Phillips
2561574,72,208,1996-09-13,New Mexico,P,Corey Bojorquez
2558066,71,195,1996-08-11,Ohio State,WR,Curtis Samuel
2540152,73,215,1991-12-10,Louisiana State,SS,Eric Reid
2561624,75,248,1995-12-30,Northwestern,TE,Garrett Dickerson
2553499,69,180,1993-01-27,South Carolina,WR,Damiere Byrd
2533058,73,255,1990-09-24,Arizona State,OLB,Vontaze Burfict
2552403,75,252,1992-08-31,Florida State,TE,Nick O'Leary
2558864,77,252,1993-11-04,Buffalo,TE,Mason Schreck
2552321,75,245,1992-07-28,Clemson,MLB,Stephone Anthony
2560747,76,245,1993-08-24,South Carolina,TE,Hayden Hurst
2508107,74,210,1988-07-26,Colorado,CB,Jimmy Smith
2557965,76,272,1995-12-29,Texas A&M,DE,Myles Garrett
2559270,77,237,1994-04-30,Indiana State,TE,Robert Tonyan
2560883,77,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown
2558119,74,220,1994-09-20,North Carolina State,SS,Josh Jones
2556587,70,190,1994-07-25,Florida Atlantic,CB,Cre'von LeBlanc
2555542,73,190,1993-08-02,Penn State,FS,Jordan Lucas
2560808,73,209,1996-06-20,Stanford,CB,Quenton Meeks
2552272,78,301,1991-08-03,Stanford,DE,Henry Anderson
2561020,76,275,1996-06-24,North Carolina State,DE,Bradley Chubb
2553840,6-4,265,05/30/1992,"Albany, N.Y.",TE,Brian Parker
2555171,73,235,1992-12-22,Temple,ILB,Tyler Matakevich
2495136,6-2,240,02/19/1988,North Carolina,ILB,Bruce Carter
2560862,72,225,1996-07-20,North Carolina State,RB,Jaylen Samuels
2556443,72,198,1991-10-14,Florida Atlantic,SS,Sharrod Neasman
2505982,78,245,1981-06-25,Virginia,QB,Matt Schaub
2560897,6-3,244,07/21/1995,Florida State,LB,Matthew Thomas
2555394,73,215,1995-02-22,West Virginia,CB,Daryl Worley
2532870,74,247,1989-04-26,South Carolina,DE,Melvin Ingram
2532869,6-4,227,03/31/1990,Boise State,FS,George Iloka
2541741,73,240,1990-11-03,Virginia,MLB,LaRoy Reynolds
2558912,68,178,1995-04-04,Oregon State,WR,Victor Bolden
2532789,74,230,1989-10-27,Alabama,ILB,Mark Barron
2558886,75,256,1994-11-22,Washington,TE,Darrell Daniels
2534846,74,210,1990-02-11,Auburn,CB,Neiko Thorpe
2541388,6-3,211,01/29/1990,San Diego State,WR,Brice Butler
2540291,71,190,1991-02-01,South Florida,CB,Kayvon Webster
2495466,69,215,1989-12-21,Alabama,RB,Mark Ingram
2556404,75,205,1992-11-11,California,WR,Maurice Harris
2559385,78,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold
2532841,6-2,220,11/27/1989,Notre Dame,WR,Michael Floyd
2550542,5-10,203,01/10/1993,Colorado State,RB,Kapri Bibbs
2533534,74,262,1990-10-07,Miami,DE,Olivier Vernon
2555366,74,206,1994-05-31,Northern Iowa,CB,Deiondre' Hall
2559260,6-0,200,12/21/1993,Shepherd,DB,Tre Sullivan
2556456,71,202,1992-10-28,Connecticut,FS,Andrew Adams
2541431,72,206,1991-05-06,Central Florida,FS,Kemal Ishmael
2507843,6-0,240,09/06/1987,Duke,OLB,Vincent Rey
2558786,70,200,1994-07-27,Houston,S,Brandon Wilson
2560839,70,190,1995-06-26,Western Michigan,CB,Darius Phillips
2541696,71,200,1990-12-25,Towson,S,Jordan Dangerfield
2561054,74,200,1995-04-16,Texas A&M,WR,Damion Ratley
2539335,75,221,1990-10-10,West Virginia,QB,Geno Smith
2560756,72,200,1996-04-22,Northwestern,RB,Justin Jackson
2560719,74,197,1994-09-08,Virginia Tech,CB,Brandon Facyson
2557931,73,200,1993-11-19,Clemson,CB,Cordrea Tankersley
2553655,73,202,1991-10-09,Virginia,FS,Anthony Harris
238227,6-1,221,06/10/1987,Ohio U.,FS,Mike Mitchell
2543712,71,205,1992-03-02,Florida State,SS,Terrence Brooks
2559263,76,254,1994-11-14,Texas,TE,Tyrone Swoopes
2560999,72,227,1995-07-20,Central Florida,LB,Shaquem Griffin
2506352,73,235,1983-03-22,Georgia,OLB,Thomas Davis
2558138,71,240,1995-09-16,Oklahoma,RB,Samaje Perine
2556550,70,190,1993-01-23,East Carolina,CB,Josh Hawkins
2559934,76,265,1994-12-23,Southern Methodist,DE,Justin Lawler
925,5-11,199,12/27/1986,Texas,RB,Jamaal Charles
2556543,6-5,265,02/04/1994,North Carolina State,TE,David Grinnage
2561324,73,238,1995-04-13,Rutgers,RB,Gus Edwards
2552259,6-1,197,03/27/1992,USC,CB,Josh Shaw
2495140,75,280,1988-07-06,Iowa,DE,Adrian Clayborn
2552278,74,265,1993-08-16,Arkansas,DE,Trey Flowers
2558924,77,300,1994-04-12,Vanderbilt,DT,Adam Butler
2507948,6-3,254,03/05/1987,Central Michigan,OLB,Frank Zombo
2550289,71,224,1992-01-28,Toledo,RB,David Fluellen
2561521,68,175,1995-12-20,Texas Tech,WR,Cameron Batson
2555414,75,291,1994-03-20,Michigan,DT,Willie Henry
2543765,79,300,1991-05-05,Virginia,DE,Brent Urban
2556650,72,345,1992-11-06,Samford,DT,Michael Pierce
2506546,6-6,235,06/15/1983,Oregon State,QB,Derek Anderson
2530700,75,205,1989-01-31,Virginia,WR,Dontrelle Inman
2543739,74,200,1991-12-01,North Carolina State,CB,Dontae Johnson
2560838,72,201,1995-12-16,Virginia Tech,WR,Cam Phillips
2552478,78,252,1991-08-07,Oklahoma,TE,Blake Bell
2543874,5-10,195,05/30/1992,Vanderbilt,FS,Andre Hal
2561152,6-1,229,06/17/1994,Arkansas,RB,Dave Williams
2555387,73,215,1993-05-11,Southern California,QB,Cody Kessler
2552425,5-11,186,09/23/1992,Florida State,WR,Rashad Greene
2558853,6-1,210,07/27/1993,Cincinnati,CB,Mike Tyson
2553554,79,265,1990-12-27,Eastern Kentucky,TE,Matt Lengel
2555547,71,196,1993-10-19,Notre Dame,CB,KeiVarae Russell
2555262,76,235,1993-04-23,Louisiana Tech,QB,Jeff Driskel
2561383,74,233,1995-07-27,Iowa,LB,Ben Niemann
2561417,73,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward
2560967,74,231,1995-12-22,Arizona State,RB,Kalen Ballage
2552374,69,203,1993-06-13,Nebraska,RB,Ameer Abdullah
2558165,76,266,1994-03-18,Ohio,LB,Tarell Basham
2560985,72,186,1997-10-04,Southern California,WR,Deontay Burnett
2508007,70,175,1987-09-30,Minnesota,CB,Marcus Sherels
2555168,73,242,1993-02-08,Missouri,MLB,Kentrell Brothers
2543608,5-10,190,04/08/1991,Maryland,CB,Dexter McDougle
2552597,74,215,1993-09-10,Central Florida,WR,Breshad Perriman
2561022,74,238,1996-05-05,Wisconsin,LB,Jack Cichy
2555307,73,236,1993-07-03,Oklahoma,OLB,Devante Bond
2550767,75,190,1990-02-04,"California, Pa.",CB,C.J. Goodwin
2560948,76,258,1995-04-01,Louisville,OLB,Trevon Young
2558018,75,280,1995-08-26,Stanford,DE,Solomon Thomas
2559356,5-10,178,12/13/1994,Utah,CB,Dominique Hatfield
2561060,77,240,1995-01-26,San Diego,TE,Ross Dwelley
2550198,73,218,1991-06-10,Michigan State,WR,Bennie Fowler
2561001,69,190,1996-01-06,Penn State,CB,Grant Haley
2553719,6-2,225,01/23/1993,Boston College,OLB,Josh Keyes
2552602,74,305,1993-10-16,Rice,DT,Christian Covington
2555388,75,347,1994-07-01,Clemson,DT,D.J. Reader
2558241,6-0,238,05/27/1994,Ohio,OLB,Blair Brown
2561041,5-11,193,02/20/1995,Miami,CB,Dee Delaney
2553656,6-1,210,03/15/1993,Old Dominion,QB,Taylor Heinicke
2555546,6-2,177,07/23/1995,Louisiana State,CB,Rashard Robinson
2559287,75,254,1994-06-09,San Jose State,LB,Isaiah Irving
2560724,76,260,1994-10-11,Utah,LB,Kylie Fitts
2540176,78,281,1991-07-31,Michigan State,DE,William Gholston
496780,78,285,1989-02-28,Florida,DE,Carlos Dunlap
2556833,5-11,190,06/30/1994,Texas A&M,CB,De'Vante Harris
2561330,76,240,1996-02-01,Central Florida,HB,Jordan Franks
2495252,76,246,1989-07-23,Mississippi State,OLB,K.J. Wright
497224,76,250,1987-07-25,Oregon,TE,Ed Dickson
2561261,68,189,1995-09-12,Florida,WR,Brandon Powell
2559293,6-2,199,11/30/1993,Michigan,DB,Dymonte Thomas
2558129,68,173,1995-04-09,Georgia,WR,Isaiah McKenzie
2561461,71,202,1995-02-26,Tulane,RB,Dontrell Hilliard
2560819,71,205,1996-10-16,Wisconsin,CB,Nick Nelson
2560986,73,235,1996-03-17,Penn State,LB,Jason Cabinda
2532974,76,240,1989-04-26,Wake Forest,OLB,Kyle Wilber
2533538,77,265,1990-02-27,Syracuse,OLB,Chandler Jones
2542009,75,265,1991-08-03,Idaho,DE,Benson Mayowa
2553437,77,305,1992-01-19,Delaware State,DT,Rodney Gunter
2555336,6-4,314,09/19/1994,Mississippi,DT,Robert Nkemdiche
2556655,74,211,1994-02-16,Ohio State,DB,Tyvis Powell
2558273,71,195,1994-09-03,North Carolina,RB,T.J. Logan
2553583,76,293,1991-08-27,Miami,DT,Olsen Pierre
2561207,71,197,1995-02-02,James Madison,FS,Raven Greene
2560731,76,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers
496790,75,273,1987-12-22,Southern California,DE,Everson Griffen
496802,76,329,1988-10-10,East Carolina,DT,Linval Joseph
2506779,6-3,288,08/30/1984,Southern Mississippi,DT,Tom Johnson
2555529,77,265,1994-03-19,Vanderbilt,DE,Stephen Weatherly
2535867,73,230,1990-09-02,Wagner,ILB,Julian Stanford
496961,74,245,1988-03-03,Florida State,OLB,Dekoda Watson
2558979,73,210,1995-03-21,Southern Mississippi,QB,Nick Mullens
2543497,75,220,1990-09-13,Alabama,QB,AJ McCarron
2555464,68,210,1993-02-22,Texas Tech,RB,DeAndre Washington
2561006,72,208,1994-06-09,Florida,FS,Marcell Harris
2558167,75,216,1995-01-26,Tennessee,QB,Joshua Dobbs
2558975,70,192,1993-10-21,Virginia,WR,Taquan Mizzell
2507731,6-1,240,07/31/1985,Florida State,LS,Garrison Sanborn
2533000,75,205,1988-10-06,California,P,Bryan Anger
2558923,6-2,228,11/23/1993,Michigan State,LB,Riley Bullough
2531080,6-4,240,04/17/1988,Fresno State,OLB,Ben Jacobs
2555270,79,275,1993-04-12,Penn State,OLB,Carl Nassib
2553736,6-0,185,03/31/1993,Coastal Carolina,DB,Denzel Rice
2558289,73,228,1994-12-16,Boise State,LB,Tanner Vallejo
2561278,70,205,1996-03-11,Ferris State,CB,Tavierre Thomas
2557934,70,214,1994-06-01,Louisiana-Lafayette,RB,Elijah McGuire
2561147,72,185,1995-09-22,Southern Mississippi,CB,Cornell Armstrong
2561482,70,185,1994-06-01,Northern Illinois,WR,Chad Beebe
2556569,73,215,1994-06-28,Jacksonville,WR,Andy Jones
2555240,75,310,1994-01-11,Temple,DE,Matthew Ioannidis
2557872,74,265,1995-11-02,UCLA,DE,Takkarist McKinley
2555345,6-1,224,07/07/1995,USC,DB,Su'a Cravens
2560976,6-1,223,07/26/1995,Washington,LB,Keishawn Bierria
2559485,72,198,1994-11-01,Washington State,WR,River Cracraft
2543571,71,195,1992-01-30,Clemson,CB,Bashaud Breeland
2543650,77,285,1993-02-08,South Florida,OLB,Aaron Lynch
2553631,5-11,224,09/13/1991,South Dakota,RB,Zach Zenner
2561224,75,210,1994-12-26,Temple,WR,Keith Kirkwood
2495184,76,287,1989-07-10,California,DE,Cameron Jordan
2560890,77,228,1997-02-03,Florida State,WR,Auden Tate
2556118,73,223,1994-04-24,Washington,RB,Dwayne Washington
2533542,5-10,200,01/08/1991,Central Florida,CB,Josh Robinson
2543465,74,215,1992-11-10,Louisville,QB,Teddy Bridgewater
2555215,6-1,215,01/24/1994,Rutgers,WR,Leonte Carroo
2522602,6-1,243,07/06/1985,Western Washington,LS,Matt Overton
2539230,76,318,1991-09-08,Georgia,NT,Abry Jones
2553833,72,215,1990-11-19,Texas A&M,K,Josh Lambo
2561161,77,200,1995-07-28,Mississippi State,P,Logan Cooke
2561272,73,219,1996-02-26,Vanderbilt,WR,Trent Sherfield
2550257,74,208,1990-03-05,Brigham Young,SS,Daniel Sorensen
71435,6-5,251,06/11/1987,Virginia,TE,John Phillips
2560914,72,179,1995-06-12,Alabama,CB,Levi Wallace
2505076,76,218,1979-07-04,Sam Houston State,QB,Josh McCown
2539308,74,234,1990-09-08,Southern California,QB,Matt Barkley
2541848,75,235,1990-07-18,West Alabama,OLB,Deon Lacey
2542246,5-11,224,10/27/1990,California-Davis,P,Colton Schmidt
2556714,75,259,1993-04-24,Wyoming,DE,Eddie Yarbrough
2540287,72,203,1988-11-25,California (PA),FS,Rontez Miles
2556614,6-3,252,11/17/1992,Auburn,LB,Cassanova McKinzy
81294,74,215,1985-10-13,Michigan State,QB,Brian Hoyer
2552313,6-0,235,04/18/1992,USC,MLB,Hayes Pullard
2558091,74,225,1996-01-06,Ohio State,WR,Noah Brown
2560887,71,189,1996-08-07,Georgia State,CB,Chandon Sullivan
2555333,71,185,1994-07-06,Baylor,WR,Corey Coleman
2557987,5-9,205,09/03/1994,North Carolina State,RB,Matt Dayes
2561671,74,200,1996-01-30,Illinois,WR,Malik Turner
2558274,72,202,1994-08-05,Washington State,FS,Shalom Luani
2558144,78,257,1994-10-24,Ashland,TE,Adam Shaheen
2561527,72,198,1995-08-04,Southeast Missouri,CB,Mike Ford
79583,6-2,309,11/23/1986,LSU,DT,Ricky Jean Francois
2535718,75,350,1988-11-29,William Penn,DT,Damon Harrison
2552375,5-10,215,06/23/1990,Auburn,RB,Cameron Artis-Payne
2530474,75,260,1987-09-06,Troy,DE,Mario Addison
2540159,72,246,1990-12-03,Louisiana State,MLB,Kevin Minter
2560847,72,200,1995-12-07,Southern Methodist,WR,Trey Quinn
2556841,5-9,215,02/13/1994,Oregon,RB,Byron Marshall
497123,73,212,1986-09-05,Texas,QB,Colt McCoy
2560961,76,216,1994-09-16,Oklahoma State,WR,Marcell Ateman
2532878,5-10,194,03/30/1990,Iowa State,CB,Leonard Johnson
2561300,74,208,1996-03-17,Penn State,WR,Saeed Blacknall
2550364,73,250,1990-08-13,Iowa,LS,Casey Kreiter
2559200,72,231,1994-02-21,Northwestern,LB,Joe Jones
2560944,6-1,213,04/19/1995,California-Davis,P,Colby Wadman
2553877,73,240,1991-08-15,Cal Poly,ILB,Nick Dzubnar
2558303,6-2,210,01/03/1991,Emporia State,CB,Jeff Richards
2559197,6-0,232,02/10/1995,Weber State,LB,Tre'Von Johnson
2553790,74,190,1993-01-15,Pittsburg State,CB,DeVante Bausby
2552396,77,258,1993-04-09,Notre Dame,TE,Ben Koyack
2561003,72,235,1995-09-11,Alabama,LB,Shaun Dion Hamilton
2558112,73,219,1995-11-09,Wyoming,HB,Brian Hill
2556805,75,190,1991-08-22,Cincinnati,WR,Johnny Holton
2558950,6-1,215,09/11/1994,Arkansas,WR,Keon Hatcher
2541302,73,336,1989-02-21,Missouri Southern,DT,Brandon Williams
2495228,75,268,1989-05-10,Pittsburgh,DE,Jabaal Sheard
2539310,80,295,1987-07-14,Southern Methodist,DT,Margus Hunt
2550646,77,285,1990-07-15,Mississippi State,DT,Denico Autry
2560791,75,277,1995-01-30,Ohio State,DT,Tyquan Lewis
2558189,6-4,224,04/05/1994,Connecticut,DB,Obi Melifonwu
2550313,76,257,1992-01-22,California,TE,Richard Rodgers
2560938,72,194,1995-11-16,North Texas,RB,Jeff Wilson
2540170,6-1,205,12/08/1991,North Carolina State,CB,David Amerson
2508109,77,295,1989-05-06,Ohio State,DT,Cameron Heyward
2550545,74,185,1991-03-16,Rice,K,Chris Boswell
2553348,77,195,1991-03-18,Eastern Kentucky,P,Jordan Berry
2556421,76,245,1992-08-20,Portland State,LS,Kameron Canaday
2506969,73,222,1982-08-13,Nebraska,P,Sam Koch
2508008,76,233,1986-04-26,Tennessee,LS,Morgan Cox
2533033,74,213,1990-02-12,Baylor,QB,Robert Griffin III
2555419,71,207,1995-03-07,South Carolina,WR,Pharoh Cooper
2553548,76,209,1992-02-17,Wisconsin-Whitewater,WR,Jake Kumerow
2532928,5-10,210,12/17/1988,Oregon,SS,Eddie Pleasant
2552273,75,260,1991-03-13,Missouri,OLB,Markus Golden
2558071,74,195,1996-02-09,Virginia Tech,WR,Isaiah Ford
2558097,74,239,1994-04-27,Georgia Southern,ILB,Ukeme Eligwe
2552427,6-2,192,07/02/1992,Michigan State,CB,Tony Lippett
2560950,73,248,1997-09-12,Toledo,OLB,Ola Adeniyi
2560956,74,215,1996-08-07,Penn State,DB,Marcus Allen
2559013,5-9,186,01/25/1995,Florida State,WR,Bobo Wilson
2559066,75,208,1993-02-24,Alabama,WR,Gehrig Dieter
89758,74,297,1987-01-06,Memphis,DT,Clinton McDonald
2556440,70,195,1993-08-15,Arkansas State,RB,J.D. McKissic
2561644,75,205,1996-11-07,Virginia Tech,CB,Adonis Alexander
79858,6-2,232,11/11/1986,USC,QB,Mark Sanchez
2540163,6-2,315,12/28/1989,LSU,NT,Bennie Logan
2552326,75,320,1991-12-14,Maryland,DT,Darius Kilgo
2556368,76,314,1994-05-08,Penn State,NT,Austin Johnson
2561042,6-3,251,01/27/1995,North Dakota State,LB,Nick DeLuca
2543717,75,252,1993-01-17,Georgia Tech,OLB,Jeremiah Attaochu
2553900,77,247,1992-05-26,James Madison,TE,Daniel Brown
2533433,76,352,1989-11-16,"Regina, Can.",DT,Akiem Hicks
2555335,75,296,1993-10-22,Florida,DE,Jonathan Bullard
2560821,75,313,1996-09-14,Delaware,DT,Bilal Nichols
2555545,71,186,1993-12-28,Mississippi State,S,Will Redmond
2560935,71,224,1995-04-15,Louisiana State,RB,Darrel Williams
2532797,71,220,1990-01-26,Mississippi,RB,Brandon Bolden
2561316,70,185,1996-02-02,Utah State,CB,Jalen Davis
264,6-3,219,05/15/1986,San Diego,QB,Josh Johnson
2560786,74,219,1995-03-17,Richmond,QB,Kyle Lauletta
2560762,74,240,1996-11-15,Texas,LB,Malik Jefferson
2558284,73,245,1994-03-09,Utah,LB,Pita Taumoepenu
2561279,6-3,210,12/30/1995,Arkansas-Monticello,WR,Jalen Tolliver
2561283,74,214,1996-06-09,Washington,LB,Zeke Turner
2495229,6-2,249,01/02/1988,LSU,MLB,Kelvin Sheppard
2552408,78,255,1992-09-13,Georgia Tech,TE,Darren Waller
496723,6-0,212,12/29/1988,Tennessee,SS,Eric Berry
2550268,5-10,205,06/02/1991,Abilene Christian,RB,Charcandrick West
2550242,76,332,1991-05-09,Colorado State-Pueblo,DT,Mike Pennel
2560743,6-2,249,09/27/1995,Auburn,LB,Jeff Holland
2556371,72,200,1992-09-09,Texas A&M,CB,Brandon Williams
2539275,79,225,1989-12-12,North Carolina State,QB,Mike Glennon
2551359,75,250,1991-05-25,Southern Connecticut State,TE,Jerome Cunningham
2559880,5-10,219,04/18/1994,Texas A&M,RB,Keith Ford
2561107,73,222,1993-12-23,Louisiana State,LB,Corey Thompson
2543503,78,259,1990-12-22,Stanford,DE,Trent Murphy
2555218,72,239,1993-10-26,Northwestern,FB,Danny Vitale
2558858,5-11,195,06/25/1994,Auburn,CB,Joshua Holsey
2561329,78,265,1995-03-26,Pittsburgh,TE,Matt Flanagan
2541135,74,203,1989-06-06,Texas Tech,FS,Cody Davis
2495485,76,257,1990-05-18,North Carolina,DE,Robert Quinn
2550365,6-0,200,06/23/1992,Vanderbilt,S,Kenny Ladler
2553737,5-10,187,12/23/1992,Louisville,WR,Eli Rogers
2559163,6-1,199,11/11/1995,USC,RB,Justin Davis
2560777,70,205,1996-10-04,Tennessee,RB,John Kelly
2553442,74,233,1991-09-30,Oregon State,OLB,D.J. Alexander
2559141,75,229,1994-10-31,Illinois State,MLB,B.J. Bello
2505010,6-7,295,01/18/1980,North Carolina,DE,Julius Peppers
2539296,75,315,1989-02-02,Purdue,DT,Kawann Short
2507837,73,310,1986-11-18,Mississippi State,NT,Kyle Love
2559037,72,227,1994-12-15,Oklahoma,ILB,Ahmad Thomas
2552317,72,232,1991-05-25,Penn State,MLB,Mike Hull
2561177,75,211,1996-03-08,Houston,QB,Kyle Allen
496796,74,254,1988-08-13,Texas Christian,DE,Jerry Hughes
2557994,6-1,236,04/24/1996,Texas,RB,D'Onta Foreman
2555427,78,227,1993-10-07,Indiana,QB,Nate Sudfeld
2555486,77,245,1993-07-30,South Carolina State,TE,Temarrick Hemingway
2560779,77,240,1996-05-03,Louisiana State,DE,Arden Key
2561403,72,205,1995-08-08,Fresno State,WR,Da'Mari Scott
2506931,6-1,303,06/10/1983,Louisiana State,DT,Kyle Williams
2505801,76,258,1981-08-17,Texas A&M,LS,Don Muhlbach
2506677,70,201,1984-08-10,Central Florida,K,Matt Prater
